NO,QTY,JENIS BARANG,KODE,BERAT CAMPURAN,JUMLAH STONE DIPAKAI,JUMLAH PEMESANAN PER 3 BULAN,BIAYA BAHAN BAKU,UKURAN (INCH),BERAT,HARGA,TOTAL
670,2,SILVER  BRACELETS,BSTR 577-G,1,0,11,97,7.50,109.00,130.07,260.14
671,1,SILVER  BRACELETS,BSFB 614-G,2.2,0,20,100,8.50,163.00,281.86,281.86
672,1,SILVER  BRACELETS,BSFB 614-G,2.2,0,26,81,9.00,173.00,291.46,291.46
673,2,SILVER  BRACELETS,BCST 775-G,0.8,0,50,88,7.00,73.00,99.72,199.44
674,4,SILVER  BRACELETS,BCST 775-G,0.8,0,18,22,7.50,145.00,99.48,397.92
675,3,SILVER NECKLECES,NSRK 501,0,0,21,94,18.00,219.00,70.08,210.24
676,1,SILVER NECKLECES,NSRK 501,0,0,35,57,20.00,83.00,79.68,79.68
677,1,SILVER NECKLECES,NSRK 501,0,0,2,80,22.00,91.00,87.36,87.36
678,3,SILVER BRACELETS,BSTR 379,0,0,47,99,8.00,259.00,82.88,248.64
679,4,SILVER BRACELETS,BSTR 379,0,0,17,17,8.50,366.00,87.84,351.36
680,4,SILVER BRACELETS,BSTR 379,0,0,28,72,9.00,387.00,92.88,371.52
681,2,SILVER BRACELETS,BFTR 150,0,0,1,41,8.50,258.00,123.84,247.68
682,1,SILVER BRACELETS,BFTR 150,0,0,25,39,9.00,137.00,131.52,131.52
683,2,SILVER BRACELETS,BCHK 1040,0,0,28,30,8.75,236.00,113.28,226.56
684,1,SILVER NECKLECES,NSTR 468-S,0,12,8,45,16.00,81.00,105.99,105.99
685,1,SILVER NECKLECES,NSTR 468-S,0,12,1,71,16.00,81.00,105.99,105.99
686,3,SILVER NECKLECES,NSTR 468-S,0,12,43,18,18.00,273.00,115.59,346.77
687,2,SILVER BRACELETS,BSTR 835-S,0,35,2,47,7.50,113.00,88.67,177.34
688,2,SILVER BRACELETS,BSTR 835-S,0,35,36,51,7.50,112.00,88.67,177.34
689,1,SILVER BRACELETS,BTP 154-S,0,5,20,36,8.00,135.00,159.80,159.80
690,2,SILVER BRACELETS,BTP 154-S,0,5,40,75,8.50,286.00,167.48,334.96
691,1,SILVER BRACELETS,BSER 1216-S,0,6,47,41,8.00,131.00,152.38,152.38
692,1,SILVER BRACELETS,BSER 1216-S,0,6,47,43,8.50,137.00,158.14,158.14
693,1,SILVER NECKLECES,NSTR 815-S,0,15,19,100,18.00,122.00,146.16,146.16
694,1,SILVER NECKLECES,NSTR 815-S,0,15,1,17,18.00,122.00,146.16,146.16
695,1,SILVER NECKLECES,NSTR 815-S,0,15,2,58,20.00,137.00,161.52,161.52
696,1,SILVER NECKLECES,NSTR 815-S,0,15,27,31,20.00,138.00,161.52,161.52
697,2,SILVER BRACELETS,BSTR 4681-G,0.8,0,38,38,7.00,71.00,98.76,197.52
698,1,SILVER BRACELETS,BCBP 809-S,0,9,22,77,7.50,49.00,74.47,74.47
699,1,SILVER BRACELETS,BSRK 572-32S,0,32,36,86,7.50,47.00,82.97,82.97
700,1,SILVER BRACELETS,BSRK 572-32S,0,32,42,99,7.50,41.00,77.20,77.20
701,1,SILVER BRACELETS,BSRK 573-42S,0,32,31,67,7.50,48.00,85.32,85.32
702,1,SILVER BRACELETS,BSFK816-S,0,16,8,50,7.50,57.00,85.95,85.95
703,1,SILVER BRACELETS,BSER 125-S,0,12,34,91,7.50,63.00,88.71,88.71
704,1,SILVER BRACELETS,BS 915-S,0,15,40,82,7.00,24.00,54.43,54.43
705,1,SILVER BRACELETS,BS 915,0,0,39,50,7.00,23.00,23.00,23.00
706,1,SILVER BRACELETS,BSBP 540,0,0,29,99,7.50,48.00,46.08,46.08
707,1,SILVER BRACELETS,BDKM 775,0,0,27,59,7.50,55.00,52.80,52.80
708,1,SILVER BRACELETS,BOKM 075,0,0,46,22,8.00,73.00,70.08,70.08
709,1,SILVER BRACELETS,BSKM 851,0,0,19,41,7.50,86.00,82.56,82.56
710,6,SILVER BRACELETS,BSTL 107,0,0,40,92,8.00,460.00,73.60,441.60
711,6,SILVER BRACELETS,BSTL 107,0,0,8,13,8.50,489.00,78.24,469.44
712,1,SILVER BRACELETS,BSTL 107,0,0,19,100,9.00,86.00,82.56,82.56
713,3,SILVER BRACELETS,BCHK 1040,0,0,6,84,8.00,326.00,104.32,312.96
714,3,SILVER BRACELETS,BCHK 1040,0,0,36,13,8.50,353.00,112.96,338.88
715,1,SILVER BRACELETS,BCHK 1040,0,0,22,86,10.00,137.00,131.52,131.52
716,12,SILVER BRACELETS,BSTR 46,0,0,11,86,7.00,314.00,25.12,301.44
717,12,SILVER BRACELETS,BSTR 46,0,0,35,31,7.50,341.00,27.28,327.36
718,12,SILVER BRACELETS,BSTR 46,0,0,25,35,8.00,366.00,29.28,351.36
719,3,SILVER BRACELETS,BFTR 145,0,0,29,53,8.00,315.00,100.80,302.40
720,6,SILVER BRACELETS,BFTR 145,0,0,4,21,8.50,661.00,105.76,634.56
721,3,SILVER BRACELETS,BFTR 145,0,0,37,59,9.00,349.00,111.68,335.04
722,12,SILVER BRACELETS,BSOK 45,0,0,41,33,7.00,371.00,29.68,356.16
723,12,SILVER BRACELETS,BSOK 45,0,0,40,75,7.50,395.00,31.60,379.20
724,12,SILVER BRACELETS,BLKL 750,0,0,11,88,7.50,246.00,34.85,418.20
725,12,SILVER BRACELETS,BLKL 750,0,0,35,97,8.00,255.00,36.80,441.60
726,12,SILVER BRACELETS,BLKL 750,0,0,36,59,8.50,257.00,37.79,453.48
727,12,SILVER BRACELETS,BLKL 115,0,0,17,65,8.00,370.00,51.65,619.80
728,12,SILVER BRACELETS,BLKL 115,0,0,48,68,8.50,377 .00,54.62,655.44
729,6,SILVER BRACELETS,BSOK 86-BR,0,1,40,78,8.00,363.00,58.08,348.48
730,6,SILVER BRACELETS,BSOK 86-BR,0,1,23,10,8.50,378.00,60.48,362.88
731,6,SILVER BRACELETS,BSED 1151,0,0,47,98,8.00,398.00,63.68,382.08
732,6,SILVER BRACELETS,BSED 1151,0,0,37,23,8.50,416.00,66.56,399.36
733,12,SILVER BRACELETS,BSBP 646,0,0,6,54,7.00,404.00,32.32,387.84
734,12,SILVER BRACELETS,BSBP 646,0,0,38,43,7.50,434.00,34.72,416.64
735,3,SILVER BRACELETS,BSBP 129-S,0,12,44,77,7.00,151.00,79.98,239.94
736,3,SILVER BRACELETS,BSBP 129-S,0,12,29,46,7.00,151.00,81.53,244.59
737,3,SILVER BRACELETS,BSBP 129-S,0,12,33,66,7.00,151.00,81.88,245.64
738,3,SILVER BRACELETS,BSBP 129-S,0,12,25,87,7.50,160.00,83.66,250.98
739,3,SILVER BRACELETS,BSBP 129-S,0,12,46,60,7.50,160.00,85.37,256.11
740,3,SILVER BRACELETS,BSBP 129-S,0,12,13,72,7.50,160.00,85.72,257.16
741,6,SILVER BRACELETS,BSER 125,0,0,16,70,8.00,404.00,64.64,387.84
742,6,SILVER BRACELETS,BSER 125,0,0,1,86,8.50,425.00,68.00,408.00
743,6,SILVER BRACELETS,BSER 117,0,0,5,71,8.00,461.00,73.76,442.56
744,6,SILVER BRACELETS,BSER 117,0,0,37,97,8.50,488.00,78.08,468.48
745,3,SILVER BRACELETS,BFTN 115,0,0,48,12,8.00,271.00,86.72,260.16
746,3,SILVER BRACELETS,BFTN 115,0,0,15,86,8.50,283.00,90.56,271.68
747,3,SILVER BRACELETS,BCTG 920,0,0,38,49,8.00,293.00,93.76,281.28
748,3,SILVER BRACELETS,BCTG 920,0,0,32,77,8.50,312.00,99.84,299.52
749,3,SILVER BRACELETS,BCBP 800,0,0,10,11,8.00,201.00,64.32,192.96
750,3,SILVER BRACELETS,BCBP 800,0,0,30,40,8.50,214.00,68.48,205.44
751,6,SILVER BRACELETS,BSKL 761,0,0,42,23,7.00,285.00,45.60,273.60
752,6,SILVER BRACELETS,BSKL 761,0,0,33,44,7.50,303.00,48.48,290.88
753,6,SILVER BRACELETS,BTOV 561,0,0,36,27,7.00,235.00,37.60,225.60
754,6,SILVER BRACELETS,BTOV 561,0,0,28,65,7.50,255.00,40.80,244.80
755,6,SILVER BRACELETS,BCRK 775,0,0,20,25,7.00,278.00,44.48,266.88
756,6,SILVER BRACELETS,BCRK 775,0,0,25,60,7.50,294.00,47 .04,282.24
757,6,SILVER BRACELETS,BSKM 775,0,0,10,62,7.50,422.00,67.52,405.12
758,6,SILVER BRACELETS,BPKM 210,0,0,34,59,7.50,372.00,59.52,357.12
759,6,SILVER BRACELETS,BSTR 4681,0,0,38,58,7.00,224.00,35.84,215.04
760,6,SILVER BRACELETS,BSTR 4681,0,0,4,64,7.50,235.00,37.60,225.60
761,6,SILVER BRACELETS,BSTR 6831,0,0,23,27,7.00,298.00,47.68,286.08
762,6,SILVER BRACELETS,BSTR 6831,0,0,24,30,7.50,319.00,51.04,306.24
763,6,SILVER BRACELETS,BSTR 6831,0,0,37,73,,344.00,55.04,330.24
764,6,SILVER BRACELETS,BSBP 5711,0,0,14,65,7.00,280.00,44.80,268.80
765,6,SILVER BRACELETS,BSBP 5711,0,0,8,49,7.50,300.00,48.00,288.00
766,6,SILVER BRACELETS,BSBP 5711,0,0,46,76,8.00,319.00,51.04,306.24
767,1,SILVER BRACELETS,BCBW 11T,0,0,41,10,8.00,49.00,47.04,47.04
768,1,SILVER BRACELETS,BSRK 501,0,0,2,70,8.00,36.00,34.56,34.56
769,3,SILVER BRACELETS,BFTN 115,0,0,24,16,8.00,263.00,84.16,252.48
770,3,SILVER BRACELETS,BFTN 115,0,0,16,62,8.50,282.00,90.24,270.72
771,3,SILVER NECKLECES,NCBP 46,0,0,26,30,20.00,248.00,79.36,238.08
772,6,SILVER NECKLECES,NCBP 46,0,0,48,74,22.00,546.00,87.36,524.16
773,6,SILVER NECKLECES,NCBP 46,0,0,21,94,24.00,593.00,94.88,569.28
774,3,SILVER BRACELETS,BCHK 1041,0,0,43,93,8.00,322.00,103.04,309.12
775,3,SILVER BRACELETS,BCHK 1041,0,0,35,30,8.50,343.00,109.76,329.28
776,3,SILVER BRACELETS,BCHK 1041,0,0,39,98,9.00,359.00,114.88,344.64
777,6,SILVER BRACELETS,BSTR 6831,0,0,28,81,8.00,329.00,52.64,315.84
778,6,SILVER BRACELETS,BSTR 683,0,0,14,20,7.00,292.00,46.72,280.32
779,6,SILVER BRACELETS,BSTR 683,0,0,2,84,7.50,312.00,49.92,299.52
780,3,SILVER BRACELETS,BSTR 683,0,0,18,87,8.00,164.00,52.48,157.44
781,3,SILVER BRACELETS,BCTG 920,0,0,50,97,8.00,283.00,90.56,271.68
782,3,SILVER BRACELETS,BCTG 920,0,0,44,23,8.50,299.00,95.68,287.04
783,1,SILVER BRACELETS,BCTG 920,0,0,2,89,9.00,105.00,100.80,100.80
784,3,SILVER BRACELETS,BCBP 800,0,0,17,68,7.50,186.00,59.52,178.56
785,6,SILVER BRACELETS,BCBP 800,0,0,12,79,8.00,401.00,64.16,384.96
786,6,SILVER BRACELETS,BCBP 800,0,0,37,39,8.50,424.00,67.84,407.04
787,1,SILVER BRACELETS,BFTR 150,0,0,32,20,9.50,143.00,137.28,137.28
788,12,SILVER BRACELETS,BLKL 750,0,0,46,53,7.50,240.00,34.85,418.20
789,12,SILVER BRACELETS,BLKL 750,0,0,18,88,8.00,252.00,36.80,441.60
790,12,SILVER BRACELETS,BLKL 750,0,0,29,89,8.50,264.00,37.99,455.88
791,12,SILVER BRACELETS,BLKL 115,0,0,9,31,8.00,364.00,51.65,619.80
792,12,SILVER BRACELETS,BLKL 115,0,0,46,64,8.50,371.00,54.62,655.44
793,12,SILVER BRACELETS,BSTR 738-S,0,42,26,52,7.00,557.00,95.56,1146.72
794,11,SILVER BRACELETS,BSTR 738-S,0,42,31,98,7.50,544.00,98.31,1081.41
795,6,SILVER BRACELETS,BSTR 738-S,0,42,35,61,8.00,313.00,101.19,607.14
796,1,SILVER BRACELETS,BSER 117-G,0.9,0,15,76,9.50,90.00,163.68,163.68
797,6,SILVER BRACELETS,BCTR 800-G,0.5,0,20,69,7.00,401.00,112.64,675.84
798,6,SILVER BRACELETS,BCTR 800-G,0.5,0,33,21,7.50,428.00,117.29,703.74
799,6,SILVER BRACELETS,BCTR 800-G,0.5,0,30,40,8.00,451.00,121.61,729.66
800,6,SILVER BRACELETS,BSFK 850-G,0.9,0,45,18,7.00,319.00,124.70,748.20
801,5,SILVER BRACELETS,BSFK 850-G,0.9,0,23,71,7.50,280.00,128.54,642.70
802,3,SILVER BRACELETS,BSFK 850-G,0.9,0,43,37,8.00,178.00,132.38,397.14
803,6,SILVER BRACELETS,BSFK 816-S,0,16,5,45,7.00,327.00,83.34,500.04
804,6,SILVER BRACELETS,BSFK 816-S,0,16,22,61,7.50,341.00,87.18,523.08
805,3,SILVER BRACELETS,BSFK 816-S,0,16,26,44,8.00,180.00,93.90,281.70
806,6,SILVER BRACELETS,BSOK 831-S,0,22,10,74,7.00,206.00,62.65,375.90
807,6,SILVER BRACELETS,BSOK 831-S,0,22,39,81,7.50,219.00,65.53,393.18
808,3,SILVER BRACELETS,BSOK 831-S,0,22,35,50,8.00,117.00,68.41,205.23
809,5,SILVER BRACELETS,BFTN 1445-G,1.2,0,3,36,7.50,319.00,153.07,765.35
810,3,SILVER BRACELETS,BFTN 1445-G,1.2,0,17,85,8.00,200.00,157.87,473.61
811,6,SILVER BRACELETS,BFTN 1445-S,0,12,15,68,7.50,378.00,100.20,601.20
812,3,SILVER BRACELETS,BFTN 1445-S,0,12,10,97,8.00,195.00,105.00,315.00
813,3,SILVER BRACELETS,BFTN 1445-S,0,12,10,94,8.50,210.00,109.80,329.40
814,6,SILVER BRACELETS,BSTR 468-G,0.8,0,29,40,7.00,212.00,98.28,589.68
815,5,SILVER BRACELETS,BSTR 468-G,0.8,0,24,79,7.50,186.00,66.48,332.40
816,6,SILVER BRACELETS,BSTR 711-G,1.3,0,27,24,8.00,546.00,181.40,1088.40
817,6,SILVER BRACELETS,BSTR 711-G,1.3,0,39,89,8.50,573.00,185.24,1111.44
818,6,SILVER BRACELETS,BSTR 815-S,0,15,50,98,7.00,280.00,78.20,469.20
819,6,SILVER BRACELETS,BSTR 815-S,0,15,13,19,7.50,295.00,82.04,492.24
820,3,SILVER BRACELETS,BSTR 815-S,0,15,47,88,8.00,158.00,85.88,257.64
821,1,SILVER BRACELETS,BCST 775-G,0.8,0,40,80,8.50,39.00,102.26,102.26
822,1,SILVER BRACELETS,BSOK 45,0,0,11,16,8.00,30.00,28.80,26.80
823,2,SILVER BRACELETS,BSOK 45,0,0,8,72,8.50,63.00,30.24,60.48
824,,SILVER BRACELETS,BSTL 107,0,0,32,81,8.00,448.00,71.36,428.16
825,6,SILVER BRACELETS,BSTL 107,0,0,1,22,8.50,466.00,74.56,447.36
826,3,SILVER BRACELETS,BSTL 107,0,0,21,54,9.00,250.00,80.00,240.00
827,3,SILVER BRACELETS,BTRP 610,0,0,7,69,8.00,239.00,76.48,229.44
828,6,SILVER BRACELETS,BTRP 610,0,0,34,13,8.50,505.00,80.80,484.80
829,6,SILVER BRACELETS,BTOV 552,0,0,1,82,7.00,411.00,65.76,"39,456"
830,6,SILVER BRACELETS,BTOV 552,0,0,4,12,7.50,437.00,69.92,419.52
831,2,SILVER BRACELETS,BTOV 552,0,0,18,11,8.00,155.00,74.40,148.80
832,12,SILVER BRACELETS,BSTR 46,0,0,43,61,7.00,361.00,28.88,346.56
833,12,SILVER BRACELETS,BSTR 46,0,0,46,59,7.50,387.00,30.96,371.52
834,6,SILVER BRACELETS,BSTR 46,0,0,29,27,8.00,206.00,32.96,197.76
835,6,SILVER BRACELETS,BSRK 560,0,0,7,44,7.00,237.00,37.92,227.52
836,6,SILVER BRACELETS,BSRK 560,0,0,37,49,7.50,255.00,40.80,244.80
837,6,SILVER BRACELETS,BTOV 562,0,0,17,27,7.00,249.00,39.84,239.04
838,6,SILVER BRACELETS,BTOV 562,0,0,37,51,7.50,264.00,42.24,253.44
839,3,SILVER BRACELETS,BTOV 562,0,0,13,12,8.00,141.00,45.12,135.36
840,8,SILVER BRACELETS,BSRK 501,0,0,46,46,7.00,234.00,28.08,224.64
841,8,SILVER BRACELETS,BSRK 501,0,0,41,94,7.50,250.00,30.00,240.00
842,6,SILVER BRACELETS,BCBP 800,0,0,31,31,8.00,401.00,64.16,384.96
843,6,SILVER BRACELETS,BCBP 800,0,0,31,13,8.50,429.00,68.64,411.84
844,10,SILVER BRACELETS,8SOK 45,0,0,31,33,7.00,322.00,30.91,309.12
845,10,SILVER BRACELETS,BSOK 45,0,0,8,78,7.50,341.00,32.74,327.36
846,5,SILVER BRACELETS,BSOK 45,0,0,46,36,8.00,186.00,35.71,178.56
847,6,SILVER BRACELETS,BCRK 775,0,0,15,74,7.00,278.00,44.48,266.88
848,6,SILVER BRACELETS,BCRK 775,0,0,5,31,7.50,297.00,47.52,285.12
849,6,SILVER BRACELETS,BCHK 1041,0,0,14,33,8.00,631.00,100.96,605.76
850,6,SILVER BRACELETS,BCHK 1041,0,0,34,91,8.50,680.00,108.80,652.80
851,1,SILVER BRACELETS,BCHK 1041,0,0,47,51,9.00,119.00,114.24,114.24
852,7,SILVER BRACELETS,BCBW 11T,0,0,34,96,7.50,329.00,45.12,315.84
853,6,SILVER BRACELETS,BCBW 11T,0,0,22,21,8.00,299.00,47.84,287.04
854,6,SILVER BRACELETS,BSED 1151,0,0,24,66,8.00,,60.32,361.92
855,6,SILVER BRACELETS,BSED 1151,0,0,28,93,8.50,398.00,63.68,382.08
856,6,SILVER BRACELETS,BSTR 6831,0,0,5,29,7.50,315.00,50.40,302.40
857,6,SILVER BRACELETS,BSTR 6831,0,0,30,36,8.00,337.00,53.92,323.52
858,6,SILVER BRACELETS,BSTR6831,0,0,42,59,8.50,349.00,55.84,335.04
859,6,SILVER BRACELETS,BSTR 683,0,0,24,74,7.00,293.00,46.88,281.28
860,6,SILVER BRACELETS,BSTR 683,0,0,10,16,7.50,313.00,50.08,300.48
861,6,SILVER BRACELETS,BSTR 683,0,0,11,17,8.00,330.00,52.80,316.80
862,3,SILVER BRACELETS,BSER 1016,0,0,19,41,8.50,385.00,123.20,369.6
863,3.,SILVER BRACELETS,BSHK 942,0,0,8,10,,236.00,75.52,226.56
864,3,SILVER BRACELETS,BSHK 942,0,0,31,64,8.50,254.00,81.28,243.84
865,6,SILVER BRACELETS,BSFK 570,0,0,24,93,7.00,227.00,36.32,217.92
866,6,SILVER BRACELETS,BSFK 570,0,0,32,93,7.50,242.00,38.72,232.32
867,3,SILVER BRACELETS,BSFK 570,0,0,20,55,8.00,131.00,41.92,125.76
868,6,SILVER BRACELETS,BCBP 68,0,0,14,41,7.00,294.00,47.04,282.24
869,6,SILVER BRACELETS,BCBP 68,0,0,23,86,7.50,313.00,50.08,300.48
870,6,SILVER BRACELETS,BCBP 68,0,0,3,90,8.00,331.00,52.96,317.76
871,6,SILVER BRACELETS,BCBP 68,0,0,31,36,8.50,351.00,56.16,336.96
872,3,SILVER BRACELETS,BCHK 1040,0,0,20,62,8.00,319.00,102.08,306.24
873,3,SILVER BRACELETS,BCHK 1040,0,0,29,53,8.50,339.00,108.48,325.44
874,1,SILVER BRACELETS,BCHK 1040,0,0,17,36,9.00,118.00,113.28,113.28
875,1,SILVER BRACELETS,BCHK 1040,0,0,4,27,9.50,123.00,118.08,118.08
876,3,SILVER BRACELETS,BSFK 5701-S,0,57,21,37,7.00,131.00,87.45,262.35
877,4,SILVER BRACELETS,BSFK 5701-S,0,57,5,84,7.50,186.00,90.33,361.32
878,2,SILVER BRACELETS,BKLP 813-S,0,11,19,86,7.50,64.00,73.14,146.28
879,2,SILVER BRACELETS,BKLP 813-S,0,11,46,20,7.50,64.00,88.89,177.78
880,2,SILVER BRACELETS,BKLP 813-S,0,11,30,24,7.50,64.00,74.14,148.28
881,2,SILVER NECKLECES,NKLP 813-S,0,8,23,32,17.00,72.00,78.72,157.44
882,2,SILVER NECKLECES,NKLP 813-S,0,8,19,11,17.00,72.00,80.95,161.90
883,2,SILVER NECKLECES,NKLP 813-S,0,8,49,51,17.00,72.00,80.10,160.20
884,6,SILVER NECKLECES,NBKL 416-S,0,6,46,33,16.00,197.00,82.92,497.52
885,3,SILVER NECKLECES,NCRK 775,0,0,43,21,16.00,299.00,95.68,287.04
886,3,SILVER NECKLECES,NCRK 775,0,0,22,52,18.00,329.00,105.28,315.84
887,6,SILVER EARINGS,EBGW 970,0,0,44,12,-,54.00,14.30,85.80
888,6,SILVER EARINGS,EBGW 01,0,0,12,47,-,78.00,16.90,101.40
889,1,SILVER BRACELETS,BLKL 750,0,0,49,77,9.00,. 21.00,37.99,37.99
890,6,SILVER BRACELETS,BSTR 5705-S,0,75,25,56,7.00,240.00,88.74,532.44
891,6,SILVER BRACELETS,BSTR 5705-S,0,75,8,91,7.50,258.00,91.62,549.72
892,12,SILVER BRACELETS,BCBP 4611-S,0,12,37,72,7.00,372.00,62.88,754.56
893,12,SILVER BRACELETS,BCBP 4611-S,0,12,39,71,7.00,372.00,62.88,754.56
894,12,SILVER BRACELETS,BCBP 4611-S,0,12,14,52,7.50,396.00,64.80,777.60
895,12,SILVER BRACELETS,BCBP 4611-S,0,12,7,48,7.50,396.00,64.80,777.60
896,6,SILVER BRACELETS,BCBP 4611-S,0,12,36,96,8.00,210 .00,66.72,400.32
897,6,SILVER BRACELETS,BCBP 4611-S,0,12,9,38,8.00,210.00,66.72,400.32
898,3,SILVER BRACELETS,BCVJ 831-S,0,1,23,59,7.00,96.00,72.26,216.78
899,3,SILVER BRACELETS,BCVJ 831-S,0,1,43,84,7.50,102.00,74.18,222.54
